"Name","Image","Expansion","Variation","Era","Origin","Origin Style","Shot Type","Vibe","Type","","Brains","Brawn","Tongue","Hands","Attack","Defense","Description","Effect","","Action","Backdrop Vibe","Backdrop","Artist","Artist Prompt","","Prompt","Link","Image URL","ID","","","Brains Word","Brawn Word","Tongue Word","Hands Word","","","",""
"Diseased Electropriest","","","diseased","Age of Resurrection","Alrean Priests","cult-electricity deepsea-priest","","wounded","android","","3","1","1","1","Medium","Light","","","","","","","Aaron Limhop","Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader","","a diseased cult-electricity deepsea-priest wounded android  in a  , genius, weak, embarrassing, clumsy, Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader --dd","https://www.midjourney.com/app/jobs/d945f6e6-0661-493a-a6e3-874d62f96395/","https://media.discordapp.net/attachments/1010832809402830908/1109240061591044127/motte_a_medium_view_of_a_diseased_cult-electricity_deepsea-prie_d945f6e6-0661-493a-a6e3-874d62f96395.png","d945f6e6-0661-493a-a6e3-874d62f96395","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","clumsy","","","",""
"The Prayer","","","","Age of Resurrection","Erlios Ice Wasters","frost-pagan iciclesurvival","top down view","meek","giant squid","","3","2","2","3","Heavy","Heavy","","","","chasing","imperfect","abyss","Alter","B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art","","a  frost-pagan iciclesurvival meek giant squid chasing in a imperfect abyss, genius, strong, eloquent, skilled, B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art --dd","https://www.midjourney.com/app/jobs/4ac199de-6c4d-4a68-a797-632f6e88309a/","https://media.discordapp.net/attachments/1010832809402830908/1109261424296992798/motte_a_top_down_view_of_a_frost-pagan_icicle-survival_meek_gia_4ac199de-6c4d-4a68-a797-632f6e88309a.png","4ac199de-6c4d-4a68-a797-632f6e88309a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","eloquent","skilled","","","",""
"Nautical Apparition","","","","Age of Resurrection","Order of Synthesis","knight-god dimension-synthesis","action shot","slithering","diver","","1","2","2","3","Light","Heavy","","","","hunting","abandoned","kelp forest","Ando Tirren","xray, by Mark Bradford, Keyshot render, woodcut, chaotic and psychotic, by Hideaki Anno","","a  knight-god dimension-synthesis slithering diver hunting in a abandoned kelp forest, stupid, strong, eloquent, skilled, xray, by Mark Bradford, Keyshot render, woodcut, chaotic and psychotic, by Hideaki Anno --dd","https://www.midjourney.com/app/jobs/29277872-eb20-4099-8980-a0843cdcb914/","https://media.discordapp.net/attachments/1010832809402830908/1109262375523188746/motte_a_action_shot_of_a_knight-god_dimension-synthesis_slither_29277872-eb20-4099-8980-a0843cdcb914.png","29277872-eb20-4099-8980-a0843cdcb914","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","eloquent","skilled","","","",""
"Wyrp","","","","Age of Resurrection","Guardians Temporal","time-punk eco-samaritan","worm's-eye view","god-like","giant worm","","3","2","0","2","Medium","Light","","","","relaxing","underground","megastructure","Ares Underground","ACES color space, by Hans Bellmer, minimalist, CGI","","a  time-punk eco-samaritan god-like giant worm relaxing in a underground megastructure, genius, strong, repulsive, crafty, ACES color space, by Hans Bellmer, minimalist, CGI --dd","https://www.midjourney.com/app/jobs/ff7e7fb5-8158-434e-97ae-6cf796370062/","https://media.discordapp.net/attachments/1010832809402830908/1109364200947597413/motte_a_worms-eye_view_of_a_time-punk_eco-samaritan_god-like_gi_ff7e7fb5-8158-434e-97ae-6cf796370062.png","ff7e7fb5-8158-434e-97ae-6cf796370062","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","repulsive","crafty","","","",""
"Norgrob","","","","Intermissional Ages","Raviner","soot-rock deep-rope","action shot","rocky","giant worm","","0","3","0","0","Heavy","Heavy","","","","roaring","spiky","plateau","Avery Rukyo","Atari style, by Eugenio Recuenco, by Alex Pardee, World of Warcraft, rococo","","a  soot-rock deep-rope rocky giant worm roaring in a spiky plateau, moronic, powerful, repulsive, useless, Atari style, by Eugenio Recuenco, by Alex Pardee, World of Warcraft, rococo --dd","https://www.midjourney.com/app/jobs/62101ed8-000b-49e8-a7df-e79fcce0327f/","https://media.discordapp.net/attachments/1010832809402830908/1109441314023555122/motte_a_action_shot_of_a_soot-rock_deep-rope_rocky_giant_worm_r_62101ed8-000b-49e8-a7df-e79fcce0327f.png","62101ed8-000b-49e8-a7df-e79fcce0327f","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","useless","","","",""
"Powerful Norgrob","","","powerful","Intermissional Ages","Raviner","soot-rock deep-rope","","rocky","giant worm","","0","3","0","0","Heavy","Heavy","","","","","","","Avery Rukyo","Atari style, by Eugenio Recuenco, by Alex Pardee, World of Warcraft, rococo","","a powerful soot-rock deep-rope rocky giant worm  in a  , moronic, powerful, repulsive, useless, Atari style, by Eugenio Recuenco, by Alex Pardee, World of Warcraft, rococo --dd","https://www.midjourney.com/app/jobs/205e15e8-abbd-4d11-9d5c-d1a83429b8eb/","https://media.discordapp.net/attachments/1010832809402830908/1109444931057106984/motte_a_action_shot_of_a_powerful_soot-rock_deep-rope_rocky_gia_205e15e8-abbd-4d11-9d5c-d1a83429b8eb.png","205e15e8-abbd-4d11-9d5c-d1a83429b8eb","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","useless","","","",""
"Zherosk","","","","Intermissional Ages","Morituri","tentacle-ravage oilcorpse","long view","dark","kobold","","3","1","1","3","Light","Medium","","","","laughing","punk","cell","Bering Lupper","by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art","","a  tentacle-ravage oilcorpse dark kobold laughing in a punk cell, genius, weak, embarrassing, skilled, by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art --dd","https://www.midjourney.com/app/jobs/ae7c99c2-9b1d-4946-8570-d7f9e65ce179/","https://media.discordapp.net/attachments/1010832809402830908/1109789690527240242/motte_a_long_view_of_a_tentacleravage_oilcorpse_dark_kobold_lau_ae7c99c2-9b1d-4946-8570-d7f9e65ce179.png","ae7c99c2-9b1d-4946-8570-d7f9e65ce179","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","skilled","","","",""
"Epic Zherosk","","","epic","Intermissional Ages","Morituri","tentacle-ravage oilcorpse","","dark","kobold","","3","1","1","3","Light","Medium","","","","","","","Bering Lupper","by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art","","a epic tentacle-ravage oilcorpse dark kobold  in a  , genius, weak, embarrassing, skilled, by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art --dd","https://www.midjourney.com/app/jobs/e927ca50-9f45-481c-913f-c2286a7051fc/","https://media.discordapp.net/attachments/1010832809402830908/1109790340803723354/motte_a_long_view_of_a_epic_tentacleravage_oilcorpse_dark_kobol_e927ca50-9f45-481c-913f-c2286a7051fc.png","e927ca50-9f45-481c-913f-c2286a7051fc","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","skilled","","","",""
"Armed Zherosk","","","armed","Intermissional Ages","Morituri","tentacle-ravage oilcorpse","","dark","kobold","","3","1","1","3","Light","Medium","","","","","","","Bering Lupper","by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art","","a armed tentacle-ravage oilcorpse dark kobold  in a  , genius, weak, embarrassing, skilled, by Yayoi Kusama, 90s anime, hard round brush, by Donato Giancola, graphic design vector art --dd","https://www.midjourney.com/app/jobs/56e295ff-baef-4f8e-90a7-78151d3772ad/","https://media.discordapp.net/attachments/1010832809402830908/1109790873035739196/motte_a_long_view_of_a_armed_tentacleravage_oilcorpse_dark_kobo_56e295ff-baef-4f8e-90a7-78151d3772ad.png","56e295ff-baef-4f8e-90a7-78151d3772ad","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","skilled","","","",""
"Midwind","","","","Intermissional Ages","Aresian High Society ","greco-cirrus stratus-philosophy","medium view","unhinged","creature","","2","1","2","0","Heavy","Light","","","","tinkering","unholy","marsh","Beruli Gerr","Adobe Illustrator, HDR, gel pen, oil pastels, watercolor, lovecraftian, woven, Okami","","a  greco-cirrus stratus-philosophy unhinged creature tinkering in a unholy marsh, smart, weak, eloquent, useless, Adobe Illustrator, HDR, gel pen, oil pastels, watercolor, lovecraftian, woven, Okami --dd","https://www.midjourney.com/app/jobs/575fd798-2a8a-49a0-a61d-23543660376a/","https://media.discordapp.net/attachments/1010832809402830908/1109794466019147817/motte_a_medium_view_of_a_greco-cirrus_stratus-philosophy_unhing_575fd798-2a8a-49a0-a61d-23543660376a.png","575fd798-2a8a-49a0-a61d-23543660376a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","useless","","","",""
"Aetherdrifter","","","","Intermissional Ages","Upper Port","ramshackle-grime psycho-drifter","close-up","evil","bandit","","1","2","1","2","Medium","Medium","","","","","poison","cathedral","Borique Boutique","90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty","","a  ramshackle-grime psycho-drifter evil bandit  in a poison cathedral, stupid, strong, embarrassing, crafty, 90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty --dd","https://www.midjourney.com/app/jobs/bb149d19-6157-4057-a1c2-7f9772d236d3/","https://media.discordapp.net/attachments/1010678628352262184/1115022978766360616/motte_a_close-up_of_a_ramshackle-grime_psycho-drifter_evil_band_bb149d19-6157-4057-a1c2-7f9772d236d3.png","bb149d19-6157-4057-a1c2-7f9772d236d3","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","embarrassing","crafty","","","",""
"Electric Aetherdrifter","","","electric","Intermissional Ages","Upper Port","ramshackle-grime psycho-drifter","","evil","bandit","","2","2","1","2","Medium","Medium","","","","","","","Borique Boutique","90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty","","a electric ramshackle-grime psycho-drifter evil bandit  in a  , smart, strong, embarrassing, crafty, 90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty --dd","https://www.midjourney.com/app/jobs/ea04c677-d74a-4755-92c8-47e72b940dc0/","https://media.discordapp.net/attachments/1010678628352262184/1115024777653014528/motte_a_close-up_of_a_electric_ramshackle-grime_psycho-drifter__ea04c677-d74a-4755-92c8-47e72b940dc0.png","ea04c677-d74a-4755-92c8-47e72b940dc0","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","embarrassing","crafty","","","",""
"Brutal Aetherdrifter","","","brutal","Intermissional Ages","Upper Port","ramshackle-grime psycho-drifter","","evil","bandit","","1","3","1","2","Medium","Medium","","","","","","","Borique Boutique","90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty","","a brutal ramshackle-grime psycho-drifter evil bandit  in a  , stupid, powerful, embarrassing, crafty, 90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty --dd","https://www.midjourney.com/app/jobs/8e8d05e5-3340-466c-aed3-a05504f24ca5/","https://media.discordapp.net/attachments/1010678628352262184/1115025050773504100/motte_a_close-up_of_a_brutal_ramshackle-grime_psycho-drifter_ev_8e8d05e5-3340-466c-aed3-a05504f24ca5.png","8e8d05e5-3340-466c-aed3-a05504f24ca5","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","embarrassing","crafty","","","",""
"Eloquent Aetherdrifter","","","eloquent","Intermissional Ages","Upper Port","ramshackle-grime psycho-drifter","close-up","evil","bandit","","1","2","2","2","Medium","Medium","","","","","poison","cathedral","Borique Boutique","90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty","","a eloquent ramshackle-grime psycho-drifter evil bandit  in a poison cathedral, stupid, strong, eloquent, crafty, 90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty --dd","https://www.midjourney.com/app/jobs/a140da7b-6899-4867-8879-23ae3c662bfd/","https://media.discordapp.net/attachments/1010678628352262184/1115025504102264893/motte_a_close-up_of_a_eloquent_ramshackle-grime_psycho-drifter__a140da7b-6899-4867-8879-23ae3c662bfd.png","a140da7b-6899-4867-8879-23ae3c662bfd","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","eloquent","crafty","","","",""
"Kalian Protector","","","","Intermissional Ages","Kalia","leaf-twilight chaos-wood","medium view","rare","draugr","","1","1","1","3","Medium","Light","","","","","lopsided","lookout spot","Burt Merrin","woodcut, prerendered cutscene, cinematic, Studio Ghibli, beautiful, Industrial Light and Magic","","a  leaf-twilight chaos-wood rare draugr  in a lopsided lookout spot, stupid, weak, embarrassing, skilled, woodcut, prerendered cutscene, cinematic, Studio Ghibli, beautiful, Industrial Light and Magic --dd","https://www.midjourney.com/app/jobs/38cbeef6-d74d-41e2-9bf4-e077fa86fe13/","https://media.discordapp.net/attachments/1010678628352262184/1115030634767863909/motte_a_medium_view_of_a_leaf-twilight_chaos-wood_rare_draugr_s_38cbeef6-d74d-41e2-9bf4-e077fa86fe13.png","38cbeef6-d74d-41e2-9bf4-e077fa86fe13","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","embarrassing","skilled","","","",""
"Hunter","","","","Intermissional Ages","Upper Port","ramshackle-grime psycho-drifter","low angle view","long","skeleton","","3","3","1","3","Medium","Light","","","","","bushy","capital city","Charlie Xerret","by Vincent van Gogh, by Yoshi Yoshitani, by Hideo Kojima, Bloodborne, speedpaint, lithography, badass, by Don Bluth","","a  ramshackle-grime psycho-drifter long skeleton  in a bushy capital city, genius, powerful, embarrassing, skilled, by Vincent van Gogh, by Yoshi Yoshitani, by Hideo Kojima, Bloodborne, speedpaint, lithography, badass, by Don Bluth --dd","https://www.midjourney.com/app/jobs/4196079c-0cdd-474e-ba79-3f242367065b/","https://media.discordapp.net/attachments/1010678628352262184/1115033033624539197/motte_a_low_angle_view_of_a_ramshackle-grime_psycho-drifter_lon_4196079c-0cdd-474e-ba79-3f242367065b.png","4196079c-0cdd-474e-ba79-3f242367065b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","embarrassing","skilled","","","",""
"Clock Guard","","","","Age of Resurrection","Generals of Time","clockhorror cyber-official","close-up","alpha","dwarf","","3","2","0","2","Heavy","Light","","","","","sandy","outpost","Clem Perlus","by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art","","a  clockhorror cyber-official alpha dwarf  in a sandy outpost, genius, strong, repulsive, crafty, by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art --dd","https://www.midjourney.com/app/jobs/681bbdb8-9d2e-4745-8b8f-954c872030fe/","https://media.discordapp.net/attachments/1010678628352262184/1115089172160585999/motte_a_close-up_of_a_clockhorror_cyber-official_alpha_dwarf_in_681bbdb8-9d2e-4745-8b8f-954c872030fe.png","681bbdb8-9d2e-4745-8b8f-954c872030fe","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","repulsive","crafty","","","",""
"Strong Clock Guard","","","strong","Age of Resurrection","Generals of Time","clockhorror cyber-official","close-up","alpha","dwarf","","3","3","0","2","Heavy","Light","","","","","polluted","valley","Clem Perlus","by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art","","a strong clockhorror cyber-official alpha dwarf  in a polluted valley, genius, powerful, repulsive, crafty, by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art --dd","https://www.midjourney.com/app/jobs/c1976d9a-c98b-4794-aaa0-65aa35bbca14/","https://media.discordapp.net/attachments/1010678628352262184/1115091687878950933/motte_a_close-up_of_a_strong_clockhorror_cyber-official_alpha_d_c1976d9a-c98b-4794-aaa0-65aa35bbca14.png","c1976d9a-c98b-4794-aaa0-65aa35bbca14","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Stealthy Clock Guard","","","stealthy","Age of Resurrection","Generals of Time","clockhorror cyber-official","close-up","alpha","dwarf","","3","2","0","2","Heavy","Light","","","","","common","gate","Clem Perlus","by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art","","a stealthy clockhorror cyber-official alpha dwarf  in a common gate, genius, strong, repulsive, crafty, by Don Bluth, Body Worlds, Shonen Jump, by Femke Hiemstra, cosmic horror, comic art --dd","https://www.midjourney.com/app/jobs/6a1f7836-ba0d-4119-a7d3-f1b4547b58f9/","https://media.discordapp.net/attachments/1010678628352262184/1115093940564148415/motte_a_close-up_of_a_stealthy_clockhorror_cyber-official_alpha_6a1f7836-ba0d-4119-a7d3-f1b4547b58f9.png","6a1f7836-ba0d-4119-a7d3-f1b4547b58f9","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","repulsive","crafty","","","",""
"Daymare","","The Worldsplitter","","High Ages","Secorras Republic ","paper-scholar jester-funk","","nightmarish","hound","","0","2","2","0","Medium","Medium","","","","","smoky","chasm","Dashie Laesk","by Yoshitaka Amano, by WolfSkullJack, by Edmund McMillen, VFX, goth, cute, digital art","","a  paper-scholar jester-funk nightmarish hound  in a smoky chasm, moronic, strong, eloquent, useless, by Yoshitaka Amano, by WolfSkullJack, by Edmund McMillen, VFX, goth, cute, digital art --dd","https://www.midjourney.com/app/jobs/88a5b790-3a1f-41e1-97ba-cc02dfd6df1c/","https://cdn.midjourney.com/336e852d-55f5-469a-9b06-bcfc3b035359/0_1.png","88a5b790-3a1f-41e1-97ba-cc02dfd6df1c","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","eloquent","useless","","","",""
"Helterman","","","","Intermissional Ages","Glads","snowviking wolforgan","","diseased","servant","","2","2","1","3","Heavy","Medium","","","","","spiteful","reserve","Coco de Luxe","by Greg ""Craola"" Simkins, flat color, by Kentaro Miura, The Dark Crystal, deepdream, by Charles Dickens","","a  snowviking wolforgan diseased servant  in a spiteful reserve, smart, strong, embarrassing, skilled, by Greg ""Craola"" Simkins, flat color, by Kentaro Miura, The Dark Crystal, deepdream, by Charles Dickens --dd","https://www.midjourney.com/app/jobs/3c255352-2979-4622-b4c7-0935c078185b/","https://media.discordapp.net/attachments/1010678628352262184/1115462053168164864/motte_a_snowviking_wolforgan_diseased_servant_in_a_spiteful_res_3c255352-2979-4622-b4c7-0935c078185b.png","3c255352-2979-4622-b4c7-0935c078185b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","embarrassing","skilled","","","",""
"Enhanced Helterman","","","enhanced","Intermissional Ages","Glads","snowviking wolforgan","","diseased","servant","","3","3","1","3","Heavy","Medium","","","","","secret","capital city","Coco de Luxe","by Greg ""Craola"" Simkins, flat color, by Kentaro Miura, The Dark Crystal, deepdream, by Charles Dickens","","a enhanced snowviking wolforgan diseased servant  in a secret capital city, genius, powerful, embarrassing, skilled, by Greg ""Craola"" Simkins, flat color, by Kentaro Miura, The Dark Crystal, deepdream, by Charles Dickens --dd","https://www.midjourney.com/app/jobs/2ec91f7a-ddf4-44e4-92a5-d29f2a32ea4b/","https://media.discordapp.net/attachments/1010678628352262184/1115530521154429008/motte_a_enhanced_snowviking_wolforgan_diseased_servant_in_a_sec_2ec91f7a-ddf4-44e4-92a5-d29f2a32ea4b.png","2ec91f7a-ddf4-44e4-92a5-d29f2a32ea4b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","embarrassing","skilled","","","",""
"Failed Huntress","","","","Intermissional Ages","Veidrbjod Clans","mega-fauna guilt-clan","","insane","nobody","","0","3","0","3","Light","Light","","","","","wild","trophy room","Darvan","indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath","","a  mega-fauna guilt-clan insane nobody  in a wild trophy room, moronic, powerful, repulsive, skilled, indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath --dd","https://www.midjourney.com/app/jobs/a2f3d174-b872-41ff-b494-333e7a708661/","https://media.discordapp.net/attachments/1010678628352262184/1115740740933390376/motte_a_mega-fauna_guilt-clan_insane_nobody_in_a_wild_trophy_ro_a2f3d174-b872-41ff-b494-333e7a708661.png","a2f3d174-b872-41ff-b494-333e7a708661","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","skilled","","","",""
"Large Failed Huntress","","","large","Intermissional Ages","Veidrbjod Clans","mega-fauna guilt-clan","","insane","nobody","","0","3","0","3","Light","Light","","","","","wild","peat","Darvan","indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath","","a large mega-fauna guilt-clan insane nobody  in a wild peat, moronic, powerful, repulsive, skilled, indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath --dd","https://www.midjourney.com/app/jobs/5e22ee04-6a59-45f3-8160-0137f681eb44/","https://media.discordapp.net/attachments/1010678628352262184/1115742043793264781/motte_a_large_mega-fauna_guilt-clan_insane_nobody_in_a_wild_pea_5e22ee04-6a59-45f3-8160-0137f681eb44.png","5e22ee04-6a59-45f3-8160-0137f681eb44","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","skilled","","","",""
"Old Failed Huntress","","","old","Intermissional Ages","Veidrbjod Clans","mega-fauna guilt-clan","","insane","nobody","","0","2","1","3","Light","Light","","","","","colossal","grotto","Darvan","indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath","","a old mega-fauna guilt-clan insane nobody  in a colossal grotto, moronic, strong, embarrassing, skilled, indian ink drawing, calarts style, grunge, Pixar, by Eugenio Recuenco, by Elizabeth McGrath --dd","https://www.midjourney.com/app/jobs/a6967b99-48a4-44d4-aa38-1afa7595f350/","https://media.discordapp.net/attachments/1010678628352262184/1115748050443436142/motte_a_old_mega-fauna_guilt-clan_insane_nobody_in_a_colossal_g_a6967b99-48a4-44d4-aa38-1afa7595f350.png","a6967b99-48a4-44d4-aa38-1afa7595f350","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","embarrassing","skilled","","","",""
"Voice of Wisdom","","","","Intermissional Ages","Secorras Rovers","concrete-collapse pale-rover","","religious","toad","","1","1","1","1","Medium","Medium","","","","","crumbling","temple","Darvid the Envious","by Stanley Donwood, by Okuda San Miguel, low poly painting sketch, The Marvelous Misadventures of Flapjack, speedpaint","","a  concrete-collapse pale-rover religious toad  in a crumbling temple, stupid, weak, embarrassing, clumsy, by Stanley Donwood, by Okuda San Miguel, low poly painting sketch, The Marvelous Misadventures of Flapjack, speedpaint --dd","https://www.midjourney.com/app/jobs/6354c04c-0b6e-4296-87cf-35d1959799ba/","https://media.discordapp.net/attachments/1010678628352262184/1115902145397538837/motte_a_concrete-collapse_pale-rover_religious_toad_in_a_crumbl_6354c04c-0b6e-4296-87cf-35d1959799ba.png","6354c04c-0b6e-4296-87cf-35d1959799ba","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","embarrassing","clumsy","","","",""
"Geweir","","","","Intermissional Ages","Glads","snowviking wolforgan","","huge","bahamut","","2","3","3","2","Heavy","Heavy","","","","","rambunctious","battle","Dashie Laesk","by Yoshitaka Amano, by WolfSkullJack, by Edmund McMillen, VFX, goth, cute, digital art","","a  snowviking wolforgan huge bahamut  in a rambunctious battle, smart, powerful, charismatic, crafty, by Yoshitaka Amano, by WolfSkullJack, by Edmund McMillen, VFX, goth, cute, digital art --dd","https://www.midjourney.com/app/jobs/1075ad5c-03d8-49d2-84ac-4cca17a4a782/","https://media.discordapp.net/attachments/1010678628352262184/1115908267315572857/motte_a_snowviking_wolforgan_huge_bahamut_in_a_rambunctious_bat_1075ad5c-03d8-49d2-84ac-4cca17a4a782.png","1075ad5c-03d8-49d2-84ac-4cca17a4a782","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","charismatic","crafty","","","",""
"Trundler","","","","Intermissional Ages","Tin'ael","vein-growth gold-frill","","miraculous","blowfish","","2","0","0","0","Medium","Heavy","","","","","acrid","treasure chamber","Deb Motterbop","Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine","","a  vein-growth gold-frill miraculous blowfish  in a acrid treasure chamber, smart, pathetic, repulsive, useless, Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine --dd","https://www.midjourney.com/app/jobs/a784826d-251f-40d5-b6aa-c3d3b2857d6e/","https://media.discordapp.net/attachments/1021367214001098843/1130108119410806814/acrownofmoths_a_veingrowth_goldfrill_miraculous_fafnir_in_an_un_a784826d-251f-40d5-b6aa-c3d3b2857d6e.png","a784826d-251f-40d5-b6aa-c3d3b2857d6e","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","pathetic","repulsive","useless","","","",""
